DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORR,,Date,SOFR,EFFR,,,,
lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,,,,,
d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",,,,,,,
12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,10/9/2008,2008-10-09 to 2021-07-28,,,,,,,
Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Required Reserves,,,sofr,effr,,,,
Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,,,,,,,
date,value,date,value,date,value,date,value,,,,,,, 
6/26/2021,0,6/26/2021,0.25,8/11/2023,5.3,6/26/2021,0.15,11/21/2023,5.31,5.33,,,,
6/27/2021,0,6/27/2021,0.25,8/14/2023,5.3,6/27/2021,0.15,11/22/2023,5.31,5.33,,,,
6/28/2021,0,6/28/2021,0.25,8/15/2023,5.3,6/28/2021,0.15,11/24/2023,5.32,5.33,,,,
6/29/2021,0,6/29/2021,0.25,8/16/2023,5.3,6/29/2021,0.15,11/27/2023,5.32,5.33,,,,
6/30/2021,0,6/30/2021,0.25,8/17/2023,5.3,6/30/2021,0.15,11/28/2023,5.32,5.33,,,,
7/1/2021,0,7/1/2021,0.25,8/18/2023,5.3,7/1/2021,0.15,11/29/2023,5.31,5.33,,,,
7/2/2021,0,7/2/2021,0.25,8/21/2023,5.3,7/2/2021,0.15,11/30/2023,5.33,5.33,,,,
7/3/2021,0,7/3/2021,0.25,8/22/2023,5.3,7/3/2021,0.15,12/1/2023,5.39,5.33,,,,
7/4/2021,0,7/4/2021,0.25,8/23/2023,5.3,7/4/2021,0.15,12/4/2023,5.37,5.33,,,,
7/5/2021,0,7/5/2021,0.25,8/24/2023,5.3,7/5/2021,0.15,12/5/2023,5.33,5.33,,,,
7/6/2021,0,7/6/2021,0.25,8/25/2023,5.3,7/6/2021,0.15,12/6/2023,5.32,5.33,,,,
7/7/2021,0,7/7/2021,0.25,8/28/2023,5.3,7/7/2021,0.15,12/7/2023,5.32,5.33,,,,
7/8/2021,0,7/8/2021,0.25,8/29/2023,5.3,7/8/2021,0.15,12/8/2023,5.32,5.33,,,,
7/9/2021,0,7/9/2021,0.25,8/30/2023,5.3,7/9/2021,0.15,12/11/2023,5.32,5.33,,,,
7/10/2021,0,7/10/2021,0.25,8/31/2023,5.3,7/10/2021,0.15,12/12/2023,5.31,5.33,,,,
7/11/2021,0,7/11/2021,0.25,9/1/2023,5.3,7/11/2021,0.15,12/13/2023,5.31,5.33,,,,
7/12/2021,0,7/12/2021,0.25,9/4/2023,#N/A,7/12/2021,0.15,12/14/2023,5.31,5.33,,,,
7/13/2021,0,7/13/2021,0.25,9/5/2023,5.3,7/13/2021,0.15,,,,,,,
7/14/2021,0,7/14/2021,0.25,9/6/2023,5.3,7/14/2021,0.15,,,,,,,
7/15/2021,0,7/15/2021,0.25,9/7/2023,5.3,7/15/2021,0.15,,,,,,,
7/16/2021,0,7/16/2021,0.25,9/8/2023,5.3,7/16/2021,0.15,,,,,,,
7/17/2021,0,7/17/2021,0.25,9/11/2023,5.3,7/17/2021,0.15,,,,,,,
7/18/2021,0,7/18/2021,0.25,9/12/2023,5.3,7/18/2021,0.15,,,,,,,
7/19/2021,0,7/19/2021,0.25,9/13/2023,5.3,7/19/2021,0.15,,,,,,,
7/20/2021,0,7/20/2021,0.25,9/14/2023,5.3,7/20/2021,0.15,,,,,,,
7/21/2021,0,7/21/2021,0.25,9/15/2023,5.3,7/21/2021,0.15,,,,,,,
7/22/2021,0,7/22/2021,0.25,9/18/2023,5.3,7/22/2021,0.15,,,,,,,
7/23/2021,0,7/23/2021,0.25,9/19/2023,5.3,7/23/2021,0.15,,,,,,,
7/24/2021,0,7/24/2021,0.25,9/20/2023,5.3,7/24/2021,0.15,,,,,,,
7/25/2021,0,7/25/2021,0.25,9/21/2023,5.3,7/25/2021,0.15,,,,,,,
7/26/2021,0,7/26/2021,0.25,9/22/2023,5.3,7/26/2021,0.15,,,,,,,
7/27/2021,0,7/27/2021,0.25,9/25/2023,5.3,7/27/2021,0.15,,,,,,,
7/28/2021,0,7/28/2021,0.25,9/26/2023,5.3,7/28/2021,0.15,,,,,,,
7/29/2021,0,7/29/2021,0.25,9/27/2023,5.3,7/29/2021,0.15,,,,,,,
7/30/2021,0,7/30/2021,0.25,9/28/2023,5.3,7/30/2021,0.15,,,,,,,
7/31/2021,0,7/31/2021,0.25,9/29/2023,5.3,7/31/2021,0.15,,,,,,,
8/1/2021,0,8/1/2021,0.25,10/2/2023,5.3,8/1/2021,0.15,,,,,,,
8/2/2021,0,8/2/2021,0.25,10/3/2023,5.3,8/2/2021,0.15,,,,,,,
8/3/2021,0,8/3/2021,0.25,10/4/2023,5.3,8/3/2021,0.15,,,,,,,
8/4/2021,0,8/4/2021,0.25,10/5/2023,5.3,8/4/2021,0.15,,,,,,,
8/5/2021,0,8/5/2021,0.25,10/6/2023,5.3,8/5/2021,0.15,,,,,,,
8/6/2021,0,8/6/2021,0.25,10/9/2023,#N/A,8/6/2021,0.15,,,,,,,
8/7/2021,0,8/7/2021,0.25,10/10/2023,5.3,8/7/2021,0.15,,,,,,,
8/8/2021,0,8/8/2021,0.25,10/11/2023,5.3,8/8/2021,0.15,,,,,,,
8/9/2021,0,8/9/2021,0.25,10/12/2023,5.3,8/9/2021,0.15,,,,,,,
8/10/2021,0,8/10/2021,0.25,10/13/2023,5.3,8/10/2021,0.15,,,,,,,
8/11/2021,0,8/11/2021,0.25,10/16/2023,5.3,8/11/2021,0.15,,,,,,,
8/12/2021,0,8/12/2021,0.25,10/17/2023,5.3,8/12/2021,0.15,,,,,,,
8/13/2021,0,8/13/2021,0.25,10/18/2023,5.3,8/13/2021,0.15,,,,,,,
8/14/2021,0,8/14/2021,0.25,10/19/2023,5.3,8/14/2021,0.15,,,,,,,
8/15/2021,0,8/15/2021,0.25,10/20/2023,5.3,8/15/2021,0.15,,,,,,,
8/16/2021,0,8/16/2021,0.25,10/23/2023,5.3,8/16/2021,0.15,,,,,,,
8/17/2021,0,8/17/2021,0.25,10/24/2023,5.3,8/17/2021,0.15,,,,,,,
8/18/2021,0,8/18/2021,0.25,10/25/2023,5.3,8/18/2021,0.15,,,,,,,
8/19/2021,0,8/19/2021,0.25,10/26/2023,5.3,8/19/2021,0.15,,,,,,,
8/20/2021,0,8/20/2021,0.25,10/27/2023,5.3,8/20/2021,0.15,,,,,,,
8/21/2021,0,8/21/2021,0.25,10/30/2023,5.3,8/21/2021,0.15,,,,,,,
8/22/2021,0,8/22/2021,0.25,10/31/2023,5.3,8/22/2021,0.15,,,,,,,
8/23/2021,0,8/23/2021,0.25,11/1/2023,5.3,8/23/2021,0.15,,,,,,,
8/24/2021,0,8/24/2021,0.25,11/2/2023,5.3,8/24/2021,0.15,,,,,,,
8/25/2021,0,8/25/2021,0.25,11/3/2023,5.3,8/25/2021,0.15,,,,,,,
8/26/2021,0,8/26/2021,0.25,11/6/2023,5.3,8/26/2021,0.15,,,,,,,
8/27/2021,0,8/27/2021,0.25,11/7/2023,5.3,8/27/2021,0.15,,,,,,,
8/28/2021,0,8/28/2021,0.25,11/8/2023,5.3,8/28/2021,0.15,,,,,,,
8/29/2021,0,8/29/2021,0.25,11/9/2023,5.3,8/29/2021,0.15,,,,,,,
8/30/2021,0,8/30/2021,0.25,11/10/2023,5.3,8/30/2021,0.15,,,,,,,
8/31/2021,0,8/31/2021,0.25,11/13/2023,5.3,8/31/2021,0.15,,,,,,,
9/1/2021,0,9/1/2021,0.25,11/14/2023,5.3,9/1/2021,0.15,,,,,,,
9/2/2021,0,9/2/2021,0.25,11/15/2023,5.3,9/2/2021,0.15,,,,,,,
9/3/2021,0,9/3/2021,0.25,11/16/2023,5.3,9/3/2021,0.15,,,,,,,
9/4/2021,0,9/4/2021,0.25,11/17/2023,5.3,9/4/2021,0.15,,,,,,,
9/5/2021,0,9/5/2021,0.25,11/20/2023,5.3,9/5/2021,0.15,,,,,,,
9/6/2021,0,9/6/2021,0.25,11/21/2023,5.3,9/6/2021,0.15,,,,,,,
9/7/2021,0,9/7/2021,0.25,11/22/2023,5.3,9/7/2021,0.15,,,,,,,
9/8/2021,0,9/8/2021,0.25,11/23/2023,#N/A,9/8/2021,0.15,,,,,,,
9/9/2021,0,9/9/2021,0.25,11/24/2023,5.3,9/9/2021,0.15,,,,,,,
9/10/2021,0,9/10/2021,0.25,11/27/2023,5.3,9/10/2021,0.15,,,,,,,
9/11/2021,0,9/11/2021,0.25,11/28/2023,5.3,9/11/2021,0.15,,,,,,,
9/12/2021,0,9/12/2021,0.25,11/29/2023,5.3,9/12/2021,0.15,,,,,,,
9/13/2021,0,9/13/2021,0.25,11/30/2023,5.3,9/13/2021,0.15,,,,,,,
9/14/2021,0,9/14/2021,0.25,12/1/2023,5.3,9/14/2021,0.15,,,,,,,
9/15/2021,0,9/15/2021,0.25,12/4/2023,5.3,9/15/2021,0.15,,,,,,,
9/16/2021,0,9/16/2021,0.25,12/5/2023,5.3,9/16/2021,0.15,,,,,,,
9/17/2021,0,9/17/2021,0.25,12/6/2023,5.3,9/17/2021,0.15,,,,,,,
9/18/2021,0,9/18/2021,0.25,12/7/2023,5.3,9/18/2021,0.15,,,,,,,
9/19/2021,0,9/19/2021,0.25,12/8/2023,5.3,9/19/2021,0.15,,,,,,,
9/20/2021,0,9/20/2021,0.25,12/11/2023,5.3,9/20/2021,0.15,,,,,,,
9/21/2021,0,9/21/2021,0.25,12/12/2023,5.3,9/21/2021,0.15,,,,,,,
9/22/2021,0,9/22/2021,0.25,12/13/2023,5.3,9/22/2021,0.15,,,,,,,
9/23/2021,0,9/23/2021,0.25,12/14/2023,5.3,9/23/2021,0.15,,,,,,,
9/24/2021,0,9/24/2021,0.25,12/15/2023,5.3,9/24/2021,0.15,,,,,,,
9/25/2021,0,9/25/2021,0.25,12/18/2023,5.3,9/25/2021,0.15,,,,,,,
9/26/2021,0,9/26/2021,0.25,12/19/2023,5.3,9/26/2021,0.15,,,,,,,
9/27/2021,0,9/27/2021,0.25,12/20/2023,5.3,9/27/2021,0.15,,,,,,,
9/28/2021,0,9/28/2021,0.25,12/21/2023,5.3,9/28/2021,0.15,,,,,,,
9/29/2021,0,9/29/2021,0.25,,,9/29/2021,0.15,,,,,,,
9/30/2021,0,9/30/2021,0.25,,,9/30/2021,0.15,,,,,,,
10/1/2021,0,10/1/2021,0.25,,,10/1/2021,0.15,,,,,,,
10/2/2021,0,10/2/2021,0.25,,,10/2/2021,0.15,,,,,,,
10/3/2021,0,10/3/2021,0.25,,,10/3/2021,0.15,,,,,,,
10/4/2021,0,10/4/2021,0.25,,,10/4/2021,0.15,,,,,,,
10/5/2021,0,10/5/2021,0.25,,,10/5/2021,0.15,,,,,,,
10/6/2021,0,10/6/2021,0.25,,,10/6/2021,0.15,,,,,,,
10/7/2021,0,10/7/2021,0.25,,,10/7/2021,0.15,,,,,,,
10/8/2021,0,10/8/2021,0.25,,,10/8/2021,0.15,,,,,,,
10/9/2021,0,10/9/2021,0.25,,,10/9/2021,0.15,,,,,,,
10/10/2021,0,10/10/2021,0.25,,,10/10/2021,0.15,,,,,,,
10/11/2021,0,10/11/2021,0.25,,,10/11/2021,0.15,,,,,,,
10/12/2021,0,10/12/2021,0.25,,,10/12/2021,0.15,,,,,,,
10/13/2021,0,10/13/2021,0.25,,,10/13/2021,0.15,,,,,,,
10/14/2021,0,10/14/2021,0.25,,,10/14/2021,0.15,,,,,,,
10/15/2021,0,10/15/2021,0.25,,,10/15/2021,0.15,,,,,,,
10/16/2021,0,10/16/2021,0.25,,,10/16/2021,0.15,,,,,,,
10/17/2021,0,10/17/2021,0.25,,,10/17/2021,0.15,,,,,,,
10/18/2021,0,10/18/2021,0.25,,,10/18/2021,0.15,,,,,,,
10/19/2021,0,10/19/2021,0.25,,,10/19/2021,0.15,,,,,,,
10/20/2021,0,10/20/2021,0.25,,,10/20/2021,0.15,,,,,,,
10/21/2021,0,10/21/2021,0.25,,,10/21/2021,0.15,,,,,,,
10/22/2021,0,10/22/2021,0.25,,,10/22/2021,0.15,,,,,,,
10/23/2021,0,10/23/2021,0.25,,,10/23/2021,0.15,,,,,,,
10/24/2021,0,10/24/2021,0.25,,,10/24/2021,0.15,,,,,,,
10/25/2021,0,10/25/2021,0.25,,,10/25/2021,0.15,,,,,,,
10/26/2021,0,10/26/2021,0.25,,,10/26/2021,0.15,,,,,,,
10/27/2021,0,10/27/2021,0.25,,,10/27/2021,0.15,,,,,,,
10/28/2021,0,10/28/2021,0.25,,,10/28/2021,0.15,,,,,,,
10/29/2021,0,10/29/2021,0.25,,,10/29/2021,0.15,,,,,,,
10/30/2021,0,10/30/2021,0.25,,,10/30/2021,0.15,,,,,,,
10/31/2021,0,10/31/2021,0.25,,,10/31/2021,0.15,,,,,,,
11/1/2021,0,11/1/2021,0.25,,,11/1/2021,0.15,,,,,,,
11/2/2021,0,11/2/2021,0.25,,,11/2/2021,0.15,,,,,,,
11/3/2021,0,11/3/2021,0.25,,,11/3/2021,0.15,,,,,,,
11/4/2021,0,11/4/2021,0.25,,,11/4/2021,0.15,,,,,,,
11/5/2021,0,11/5/2021,0.25,,,11/5/2021,0.15,,,,,,,
11/6/2021,0,11/6/2021,0.25,,,11/6/2021,0.15,,,,,,,
11/7/2021,0,11/7/2021,0.25,,,11/7/2021,0.15,,,,,,,
11/8/2021,0,11/8/2021,0.25,,,11/8/2021,0.15,,,,,,,
11/9/2021,0,11/9/2021,0.25,,,11/9/2021,0.15,,,,,,,
11/10/2021,0,11/10/2021,0.25,,,11/10/2021,0.15,,,,,,,
11/11/2021,0,11/11/2021,0.25,,,11/11/2021,0.15,,,,,,,
11/12/2021,0,11/12/2021,0.25,,,11/12/2021,0.15,,,,,,,
11/13/2021,0,11/13/2021,0.25,,,11/13/2021,0.15,,,,,,,
11/14/2021,0,11/14/2021,0.25,,,11/14/2021,0.15,,,,,,,
11/15/2021,0,11/15/2021,0.25,,,11/15/2021,0.15,,,,,,,
11/16/2021,0,11/16/2021,0.25,,,11/16/2021,0.15,,,,,,,
11/17/2021,0,11/17/2021,0.25,,,11/17/2021,0.15,,,,,,,
11/18/2021,0,11/18/2021,0.25,,,11/18/2021,0.15,,,,,,,
11/19/2021,0,11/19/2021,0.25,,,11/19/2021,0.15,,,,,,,
11/20/2021,0,11/20/2021,0.25,,,11/20/2021,0.15,,,,,,,
11/21/2021,0,11/21/2021,0.25,,,11/21/2021,0.15,,,,,,,
11/22/2021,0,11/22/2021,0.25,,,11/22/2021,0.15,,,,,,,
11/23/2021,0,11/23/2021,0.25,,,11/23/2021,0.15,,,,,,,
11/24/2021,0,11/24/2021,0.25,,,11/24/2021,0.15,,,,,,,
11/25/2021,0,11/25/2021,0.25,,,11/25/2021,0.15,,,,,,,
11/26/2021,0,11/26/2021,0.25,,,11/26/2021,0.15,,,,,,,
11/27/2021,0,11/27/2021,0.25,,,11/27/2021,0.15,,,,,,,
11/28/2021,0,11/28/2021,0.25,,,11/28/2021,0.15,,,,,,,
11/29/2021,0,11/29/2021,0.25,,,11/29/2021,0.15,,,,,,,
11/30/2021,0,11/30/2021,0.25,,,11/30/2021,0.15,,,,,,,
12/1/2021,0,12/1/2021,0.25,,,12/1/2021,0.15,,,,,,,
12/2/2021,0,12/2/2021,0.25,,,12/2/2021,0.15,,,,,,,
12/3/2021,0,12/3/2021,0.25,,,12/3/2021,0.15,,,,,,,
12/4/2021,0,12/4/2021,0.25,,,12/4/2021,0.15,,,,,,,
12/5/2021,0,12/5/2021,0.25,,,12/5/2021,0.15,,,,,,,
12/6/2021,0,12/6/2021,0.25,,,12/6/2021,0.15,,,,,,,
12/7/2021,0,12/7/2021,0.25,,,12/7/2021,0.15,,,,,,,
12/8/2021,0,12/8/2021,0.25,,,12/8/2021,0.15,,,,,,,
12/9/2021,0,12/9/2021,0.25,,,12/9/2021,0.15,,,,,,,
12/10/2021,0,12/10/2021,0.25,,,12/10/2021,0.15,,,,,,,
12/11/2021,0,12/11/2021,0.25,,,12/11/2021,0.15,,,,,,,
12/12/2021,0,12/12/2021,0.25,,,12/12/2021,0.15,,,,,,,
12/13/2021,0,12/13/2021,0.25,,,12/13/2021,0.15,,,,,,,
12/14/2021,0,12/14/2021,0.25,,,12/14/2021,0.15,,,,,,,
12/15/2021,0,12/15/2021,0.25,,,12/15/2021,0.15,,,,,,,
12/16/2021,0,12/16/2021,0.25,,,12/16/2021,0.15,,,,,,,
12/17/2021,0,12/17/2021,0.25,,,12/17/2021,0.15,,,,,,,
12/18/2021,0,12/18/2021,0.25,,,12/18/2021,0.15,,,,,,,
12/19/2021,0,12/19/2021,0.25,,,12/19/2021,0.15,,,,,,,
12/20/2021,0,12/20/2021,0.25,,,12/20/2021,0.15,,,,,,,
12/21/2021,0,12/21/2021,0.25,,,12/21/2021,0.15,,,,,,,
12/22/2021,0,12/22/2021,0.25,,,12/22/2021,0.15,,,,,,,
12/23/2021,0,12/23/2021,0.25,,,12/23/2021,0.15,,,,,,,
12/24/2021,0,12/24/2021,0.25,,,12/24/2021,0.15,,,,,,,
12/25/2021,0,12/25/2021,0.25,,,12/25/2021,0.15,,,,,,,
12/26/2021,0,12/26/2021,0.25,,,12/26/2021,0.15,,,,,,,
12/27/2021,0,12/27/2021,0.25,,,12/27/2021,0.15,,,,,,,
12/28/2021,0,12/28/2021,0.25,,,12/28/2021,0.15,,,,,,,
12/29/2021,0,12/29/2021,0.25,,,12/29/2021,0.15,,,,,,,
12/30/2021,0,12/30/2021,0.25,,,12/30/2021,0.15,,,,,,,
12/31/2021,0,12/31/2021,0.25,,,12/31/2021,0.15,,,,,,,
1/1/2022,0,1/1/2022,0.25,,,1/1/2022,0.15,,,,,,,
1/2/2022,0,1/2/2022,0.25,,,1/2/2022,0.15,,,,,,,
1/3/2022,0,1/3/2022,0.25,,,1/3/2022,0.15,,,,,,,
1/4/2022,0,1/4/2022,0.25,,,1/4/2022,0.15,,,,,,,
1/5/2022,0,1/5/2022,0.25,,,1/5/2022,0.15,,,,,,,
1/6/2022,0,1/6/2022,0.25,,,1/6/2022,0.15,,,,,,,
1/7/2022,0,1/7/2022,0.25,,,1/7/2022,0.15,,,,,,,
1/8/2022,0,1/8/2022,0.25,,,1/8/2022,0.15,,,,,,,
1/9/2022,0,1/9/2022,0.25,,,1/9/2022,0.15,,,,,,,
1/10/2022,0,1/10/2022,0.25,,,1/10/2022,0.15,,,,,,,
1/11/2022,0,1/11/2022,0.25,,,1/11/2022,0.15,,,,,,,
1/12/2022,0,1/12/2022,0.25,,,1/12/2022,0.15,,,,,,,
1/13/2022,0,1/13/2022,0.25,,,1/13/2022,0.15,,,,,,,
1/14/2022,0,1/14/2022,0.25,,,1/14/2022,0.15,,,,,,,
1/15/2022,0,1/15/2022,0.25,,,1/15/2022,0.15,,,,,,,
1/16/2022,0,1/16/2022,0.25,,,1/16/2022,0.15,,,,,,,
1/17/2022,0,1/17/2022,0.25,,,1/17/2022,0.15,,,,,,,
1/18/2022,0,1/18/2022,0.25,,,1/18/2022,0.15,,,,,,,
1/19/2022,0,1/19/2022,0.25,,,1/19/2022,0.15,,,,,,,
1/20/2022,0,1/20/2022,0.25,,,1/20/2022,0.15,,,,,,,
1/21/2022,0,1/21/2022,0.25,,,1/21/2022,0.15,,,,,,,
1/22/2022,0,1/22/2022,0.25,,,1/22/2022,0.15,,,,,,,
1/23/2022,0,1/23/2022,0.25,,,1/23/2022,0.15,,,,,,,
1/24/2022,0,1/24/2022,0.25,,,1/24/2022,0.15,,,,,,,
1/25/2022,0,1/25/2022,0.25,,,1/25/2022,0.15,,,,,,,
1/26/2022,0,1/26/2022,0.25,,,1/26/2022,0.15,,,,,,,
1/27/2022,0,1/27/2022,0.25,,,1/27/2022,0.15,,,,,,,
1/28/2022,0,1/28/2022,0.25,,,1/28/2022,0.15,,,,,,,
1/29/2022,0,1/29/2022,0.25,,,1/29/2022,0.15,,,,,,,
1/30/2022,0,1/30/2022,0.25,,,1/30/2022,0.15,,,,,,,
1/31/2022,0,1/31/2022,0.25,,,1/31/2022,0.15,,,,,,,
2/1/2022,0,2/1/2022,0.25,,,2/1/2022,0.15,,,,,,,
2/2/2022,0,2/2/2022,0.25,,,2/2/2022,0.15,,,,,,,
2/3/2022,0,2/3/2022,0.25,,,2/3/2022,0.15,,,,,,,
2/4/2022,0,2/4/2022,0.25,,,2/4/2022,0.15,,,,,,,
2/5/2022,0,2/5/2022,0.25,,,2/5/2022,0.15,,,,,,,
2/6/2022,0,2/6/2022,0.25,,,2/6/2022,0.15,,,,,,,
2/7/2022,0,2/7/2022,0.25,,,2/7/2022,0.15,,,,,,,
2/8/2022,0,2/8/2022,0.25,,,2/8/2022,0.15,,,,,,,
2/9/2022,0,2/9/2022,0.25,,,2/9/2022,0.15,,,,,,,
2/10/2022,0,2/10/2022,0.25,,,2/10/2022,0.15,,,,,,,
2/11/2022,0,2/11/2022,0.25,,,2/11/2022,0.15,,,,,,,
2/12/2022,0,2/12/2022,0.25,,,2/12/2022,0.15,,,,,,,
2/13/2022,0,2/13/2022,0.25,,,2/13/2022,0.15,,,,,,,
2/14/2022,0,2/14/2022,0.25,,,2/14/2022,0.15,,,,,,,
2/15/2022,0,2/15/2022,0.25,,,2/15/2022,0.15,,,,,,,
2/16/2022,0,2/16/2022,0.25,,,2/16/2022,0.15,,,,,,,
2/17/2022,0,2/17/2022,0.25,,,2/17/2022,0.15,,,,,,,
2/18/2022,0,2/18/2022,0.25,,,2/18/2022,0.15,,,,,,,
2/19/2022,0,2/19/2022,0.25,,,2/19/2022,0.15,,,,,,,
2/20/2022,0,2/20/2022,0.25,,,2/20/2022,0.15,,,,,,,
2/21/2022,0,2/21/2022,0.25,,,2/21/2022,0.15,,,,,,,
2/22/2022,0,2/22/2022,0.25,,,2/22/2022,0.15,,,,,,,
2/23/2022,0,2/23/2022,0.25,,,2/23/2022,0.15,,,,,,,
2/24/2022,0,2/24/2022,0.25,,,2/24/2022,0.15,,,,,,,
2/25/2022,0,2/25/2022,0.25,,,2/25/2022,0.15,,,,,,,
2/26/2022,0,2/26/2022,0.25,,,2/26/2022,0.15,,,,,,,
2/27/2022,0,2/27/2022,0.25,,,2/27/2022,0.15,,,,,,,
2/28/2022,0,2/28/2022,0.25,,,2/28/2022,0.15,,,,,,,
3/1/2022,0,3/1/2022,0.25,,,3/1/2022,0.15,,,,,,,
3/2/2022,0,3/2/2022,0.25,,,3/2/2022,0.15,,,,,,,
3/3/2022,0,3/3/2022,0.25,,,3/3/2022,0.15,,,,,,,
3/4/2022,0,3/4/2022,0.25,,,3/4/2022,0.15,,,,,,,
3/5/2022,0,3/5/2022,0.25,,,3/5/2022,0.15,,,,,,,
3/6/2022,0,3/6/2022,0.25,,,3/6/2022,0.15,,,,,,,
3/7/2022,0,3/7/2022,0.25,,,3/7/2022,0.15,,,,,,,
3/8/2022,0,3/8/2022,0.25,,,3/8/2022,0.15,,,,,,,
3/9/2022,0,3/9/2022,0.25,,,3/9/2022,0.15,,,,,,,
3/10/2022,0,3/10/2022,0.25,,,3/10/2022,0.15,,,,,,,
3/11/2022,0,3/11/2022,0.25,,,3/11/2022,0.15,,,,,,,
3/12/2022,0,3/12/2022,0.25,,,3/12/2022,0.15,,,,,,,
3/13/2022,0,3/13/2022,0.25,,,3/13/2022,0.15,,,,,,,
3/14/2022,0,3/14/2022,0.25,,,3/14/2022,0.15,,,,,,,
3/15/2022,0,3/15/2022,0.25,,,3/15/2022,0.15,,,,,,,
3/16/2022,0,3/16/2022,0.25,,,3/16/2022,0.15,,,,,,,
3/17/2022,0.25,3/17/2022,0.5,,,3/17/2022,0.4,,,,,,,
3/18/2022,0.25,3/18/2022,0.5,,,3/18/2022,0.4,,,,,,,
3/19/2022,0.25,3/19/2022,0.5,,,3/19/2022,0.4,,,,,,,
3/20/2022,0.25,3/20/2022,0.5,,,3/20/2022,0.4,,,,,,,
3/21/2022,0.25,3/21/2022,0.5,,,3/21/2022,0.4,,,,,,,
3/22/2022,0.25,3/22/2022,0.5,,,3/22/2022,0.4,,,,,,,
3/23/2022,0.25,3/23/2022,0.5,,,3/23/2022,0.4,,,,,,,
3/24/2022,0.25,3/24/2022,0.5,,,3/24/2022,0.4,,,,,,,
3/25/2022,0.25,3/25/2022,0.5,,,3/25/2022,0.4,,,,,,,
3/26/2022,0.25,3/26/2022,0.5,,,3/26/2022,0.4,,,,,,,
3/27/2022,0.25,3/27/2022,0.5,,,3/27/2022,0.4,,,,,,,
3/28/2022,0.25,3/28/2022,0.5,,,3/28/2022,0.4,,,,,,,
3/29/2022,0.25,3/29/2022,0.5,,,3/29/2022,0.4,,,,,,,
3/30/2022,0.25,3/30/2022,0.5,,,3/30/2022,0.4,,,,,,,
3/31/2022,0.25,3/31/2022,0.5,,,3/31/2022,0.4,,,,,,,
4/1/2022,0.25,4/1/2022,0.5,,,4/1/2022,0.4,,,,,,,
4/2/2022,0.25,4/2/2022,0.5,,,4/2/2022,0.4,,,,,,,
4/3/2022,0.25,4/3/2022,0.5,,,4/3/2022,0.4,,,,,,,
4/4/2022,0.25,4/4/2022,0.5,,,4/4/2022,0.4,,,,,,,
4/5/2022,0.25,4/5/2022,0.5,,,4/5/2022,0.4,,,,,,,
4/6/2022,0.25,4/6/2022,0.5,,,4/6/2022,0.4,,,,,,,
4/7/2022,0.25,4/7/2022,0.5,,,4/7/2022,0.4,,,,,,,
4/8/2022,0.25,4/8/2022,0.5,,,4/8/2022,0.4,,,,,,,
4/9/2022,0.25,4/9/2022,0.5,,,4/9/2022,0.4,,,,,,,
4/10/2022,0.25,4/10/2022,0.5,,,4/10/2022,0.4,,,,,,,
4/11/2022,0.25,4/11/2022,0.5,,,4/11/2022,0.4,,,,,,,
4/12/2022,0.25,4/12/2022,0.5,,,4/12/2022,0.4,,,,,,,
4/13/2022,0.25,4/13/2022,0.5,,,4/13/2022,0.4,,,,,,,
4/14/2022,0.25,4/14/2022,0.5,,,4/14/2022,0.4,,,,,,,
4/15/2022,0.25,4/15/2022,0.5,,,4/15/2022,0.4,,,,,,,
4/16/2022,0.25,4/16/2022,0.5,,,4/16/2022,0.4,,,,,,,
4/17/2022,0.25,4/17/2022,0.5,,,4/17/2022,0.4,,,,,,,
4/18/2022,0.25,4/18/2022,0.5,,,4/18/2022,0.4,,,,,,,
4/19/2022,0.25,4/19/2022,0.5,,,4/19/2022,0.4,,,,,,,
4/20/2022,0.25,4/20/2022,0.5,,,4/20/2022,0.4,,,,,,,
4/21/2022,0.25,4/21/2022,0.5,,,4/21/2022,0.4,,,,,,,
4/22/2022,0.25,4/22/2022,0.5,,,4/22/2022,0.4,,,,,,,
4/23/2022,0.25,4/23/2022,0.5,,,4/23/2022,0.4,,,,,,,
4/24/2022,0.25,4/24/2022,0.5,,,4/24/2022,0.4,,,,,,,
4/25/2022,0.25,4/25/2022,0.5,,,4/25/2022,0.4,,,,,,,
4/26/2022,0.25,4/26/2022,0.5,,,4/26/2022,0.4,,,,,,,
4/27/2022,0.25,4/27/2022,0.5,,,4/27/2022,0.4,,,,,,,
4/28/2022,0.25,4/28/2022,0.5,,,4/28/2022,0.4,,,,,,,
4/29/2022,0.25,4/29/2022,0.5,,,4/29/2022,0.4,,,,,,,
